station_id,stationname,date,daytype,rides
40530,Diversey,2/16/22,W,2386
40540,Wilson,2/16/22,W,3909
40550,Irving Park-O'Hare,2/16/22,W,1653
40560,Jackson/State,2/16/22,W,3058
40570,California/Milwaukee,2/16/22,W,2079
40580,54th/Cermak,2/16/22,W,1238
40590,Damen/Milwaukee,2/16/22,W,2315
40600,Kostner,2/16/22,W,212
40610,Ridgeland,2/16/22,W,490
40630,Clark/Division,2/16/22,W,3522
40650,North/Clybourn,2/16/22,W,2161
40660,Armitage,2/16/22,W,2106
40670,Western/Milwaukee,2/16/22,W,2084
40680,Adams/Wabash,2/16/22,W,3186
40690,Dempster,2/16/22,W,380
40700,Laramie,2/16/22,W,491
40710,Chicago/Franklin,2/16/22,W,2807
40720,East 63rd-Cottage Grove,2/16/22,W,443
40730,Washington/Wells,2/16/22,W,2891
40740,Western-Cermak,2/16/22,W,664
40750,Harlem-O'Hare,2/16/22,W,1336
40760,Granville,2/16/22,W,1676
40770,Lawrence,2/16/22,W,0
40780,Central Park,2/16/22,W,570
40790,Monroe/Dearborn,2/16/22,W,2401
40800,Sedgwick,2/16/22,W,1860
40810,Medical Center,2/16/22,W,1460
40820,Rosemont,2/16/22,W,2469
40830,18th,2/16/22,W,913
40840,South Boulevard,2/16/22,W,290
40850,Library,2/16/22,W,2153
40870,Francisco,2/16/22,W,671
40880,Thorndale,2/16/22,W,1230
40890,O'Hare Airport,2/16/22,W,4359
40900,Howard,2/16/22,W,2360
40910,63rd-Dan Ryan,2/16/22,W,1167
40920,Pulaski-Forest Park,2/16/22,W,925
40930,Midway Airport,2/16/22,W,3708
40940,Halsted/63rd,2/16/22,W,224
40960,Pulaski-Orange,2/16/22,W,2696
40970,Cicero-Forest Park,2/16/22,W,587
40980,Harlem-Forest Park,2/16/22,W,450
40990,69th,2/16/22,W,1935
41000,Cermak-Chinatown,2/16/22,W,1521
41010,Rockwell,2/16/22,W,706
41020,Logan Square,2/16/22,W,2846
41030,Polk,2/16/22,W,1837
41040,Kedzie-Cermak,2/16/22,W,533
41050,Linden,2/16/22,W,275
41060,Ashland-Orange,2/16/22,W,875
41070,Kedzie-Lake,2/16/22,W,682
41080,47th-South Elevated,2/16/22,W,437
41090,Monroe/State,2/16/22,W,2646
41120,35-Bronzeville-IIT,2/16/22,W,848
41130,Halsted-Orange,2/16/22,W,1294
41140,King Drive,2/16/22,W,228
41150,Kedzie-Midway,2/16/22,W,1837
41160,Clinton-Lake,2/16/22,W,1684
41170,Garfield-Dan Ryan,2/16/22,W,1309
41180,Kedzie-Brown,2/16/22,W,971
41190,Jarvis,2/16/22,W,726
41200,Argyle,2/16/22,W,1847
41210,Wellington,2/16/22,W,1341
41220,Fullerton,2/16/22,W,6882
41230,47th-Dan Ryan,2/16/22,W,1255
41240,Addison-O'Hare,2/16/22,W,1302
41250,Central-Evanston,2/16/22,W,499
41260,Austin-Lake,2/16/22,W,801
41270,43rd,2/16/22,W,420
41280,Jefferson Park,2/16/22,W,3064
41290,Kimball,2/16/22,W,1958
41300,Loyola,2/16/22,W,2532
41310,Paulina,2/16/22,W,1189
41320,Belmont-North Main,2/16/22,W,4942
41330,Montrose-O'Hare,2/16/22,W,981
41340,LaSalle,2/16/22,W,1450
41350,Oak Park-Lake,2/16/22,W,535
41360,California-Lake,2/16/22,W,533
41380,Bryn Mawr,2/16/22,W,1736
41400,Roosevelt,2/16/22,W,4816
41410,Chicago/Milwaukee,2/16/22,W,1699
41420,Addison-North Main,2/16/22,W,2738
41430,87th,2/16/22,W,1583
41440,Addison-Brown,2/16/22,W,947
41450,Chicago/State,2/16/22,W,5271
41460,Irving Park-Brown,2/16/22,W,1222
41480,Western-Brown,2/16/22,W,1663
41490,Harrison,2/16/22,W,1955
41500,Montrose-Brown,2/16/22,W,1015
41510,Morgan-Lake,2/16/22,W,1706
41660,Lake/State,2/16/22,W,6665
41670,Conservatory,2/16/22,W,514
41680,Oakton-Skokie,2/16/22,W,397
41690,Cermak-McCormick Place,2/16/22,W,716
41700,Washington/Wabash,2/16/22,W,4688
40010,Austin-Forest Park,2/17/22,W,542
40020,Harlem-Lake,2/17/22,W,1370
40030,Pulaski-Lake,2/17/22,W,560
40040,Quincy/Wells,2/17/22,W,2213
40050,Davis,2/17/22,W,1242
40060,Belmont-O'Hare,2/17/22,W,2276
40070,Jackson/Dearborn,2/17/22,W,2232
40080,Sheridan,2/17/22,W,1776
40090,Damen-Brown,2/17/22,W,1175
40100,Morse,2/17/22,W,1813
40120,35th/Archer,2/17/22,W,1274
40130,51st,2/17/22,W,389
40140,Dempster-Skokie,2/17/22,W,583
40150,Pulaski-Cermak,2/17/22,W,556
40160,LaSalle/Van Buren,2/17/22,W,947
40170,Ashland-Lake,2/17/22,W,1093
40180,Oak Park-Forest Park,2/17/22,W,474
40190,Sox-35th-Dan Ryan,2/17/22,W,1370
40210,Damen-Cermak,2/17/22,W,856
40220,Western-Forest Park,2/17/22,W,698
40230,Cumberland,2/17/22,W,1198
40240,79th,2/17/22,W,2476
40250,Kedzie-Homan-Forest Park,2/17/22,W,675
40260,State/Lake,2/17/22,W,4043
40270,Main,2/17/22,W,429
40280,Central-Lake,2/17/22,W,879
40290,Ashland/63rd,2/17/22,W,395
40300,Indiana,2/17/22,W,273
40310,Western-Orange,2/17/22,W,1699
40320,Division/Milwaukee,2/17/22,W,2417
40330,Grand/State,2/17/22,W,3146
40340,Berwyn,2/17/22,W,0
40350,UIC-Halsted,2/17/22,W,2802
40360,Southport,2/17/22,W,1172
40370,Washington/Dearborn,2/17/22,W,4453
40380,Clark/Lake,2/17/22,W,5416
40390,Forest Park,2/17/22,W,940
40400,Noyes,2/17/22,W,486
40420,Cicero-Cermak,2/17/22,W,561
40430,Clinton-Forest Park,2/17/22,W,918
40440,California-Cermak,2/17/22,W,776
40450,95th/Dan Ryan,2/17/22,W,3516
40460,Merchandise Mart,2/17/22,W,2146
40470,Racine,2/17/22,W,1019
40480,Cicero-Lake,2/17/22,W,509
40490,Grand/Milwaukee,2/17/22,W,1138
40510,Garfield-South Elevated,2/17/22,W,425
40520,Foster,2/17/22,W,328
40530,Diversey,2/17/22,W,2108
40540,Wilson,2/17/22,W,3500
40550,Irving Park-O'Hare,2/17/22,W,1520
40560,Jackson/State,2/17/22,W,2856
40570,California/Milwaukee,2/17/22,W,1896
40580,54th/Cermak,2/17/22,W,1164
40590,Damen/Milwaukee,2/17/22,W,2121
40600,Kostner,2/17/22,W,179
40610,Ridgeland,2/17/22,W,422
40630,Clark/Division,2/17/22,W,3464
40650,North/Clybourn,2/17/22,W,2079
40660,Armitage,2/17/22,W,1945
40670,Western/Milwaukee,2/17/22,W,1891
40680,Adams/Wabash,2/17/22,W,2788
40690,Dempster,2/17/22,W,301
40700,Laramie,2/17/22,W,507
40710,Chicago/Franklin,2/17/22,W,2565
40720,East 63rd-Cottage Grove,2/17/22,W,398
40730,Washington/Wells,2/17/22,W,2624
40740,Western-Cermak,2/17/22,W,594
40750,Harlem-O'Hare,2/17/22,W,1140
40760,Granville,2/17/22,W,1569
40770,Lawrence,2/17/22,W,0
40780,Central Park,2/17/22,W,529
40790,Monroe/Dearborn,2/17/22,W,2155
40800,Sedgwick,2/17/22,W,1620
40810,Medical Center,2/17/22,W,1246
40820,Rosemont,2/17/22,W,2192
40830,18th,2/17/22,W,846
40840,South Boulevard,2/17/22,W,289
40850,Library,2/17/22,W,1928
40870,Francisco,2/17/22,W,610
40880,Thorndale,2/17/22,W,1119
40890,O'Hare Airport,2/17/22,W,4504
40900,Howard,2/17/22,W,2135
40910,63rd-Dan Ryan,2/17/22,W,1079
40920,Pulaski-Forest Park,2/17/22,W,876
40930,Midway Airport,2/17/22,W,3418
40940,Halsted/63rd,2/17/22,W,174
40960,Pulaski-Orange,2/17/22,W,2255
40970,Cicero-Forest Park,2/17/22,W,536
40980,Harlem-Forest Park,2/17/22,W,368
40990,69th,2/17/22,W,1822
41000,Cermak-Chinatown,2/17/22,W,1410
41010,Rockwell,2/17/22,W,600
41020,Logan Square,2/17/22,W,2705
41030,Polk,2/17/22,W,1702
41040,Kedzie-Cermak,2/17/22,W,516
41050,Linden,2/17/22,W,263
41060,Ashland-Orange,2/17/22,W,757
41070,Kedzie-Lake,2/17/22,W,526
41080,47th-South Elevated,2/17/22,W,398
41090,Monroe/State,2/17/22,W,2379
41120,35-Bronzeville-IIT,2/17/22,W,727
41130,Halsted-Orange,2/17/22,W,1147
41140,King Drive,2/17/22,W,159
41150,Kedzie-Midway,2/17/22,W,1673
41160,Clinton-Lake,2/17/22,W,1573
41170,Garfield-Dan Ryan,2/17/22,W,1239
41180,Kedzie-Brown,2/17/22,W,888
41190,Jarvis,2/17/22,W,642
41200,Argyle,2/17/22,W,1710
41210,Wellington,2/17/22,W,1220
41220,Fullerton,2/17/22,W,5972
41230,47th-Dan Ryan,2/17/22,W,1135
41240,Addison-O'Hare,2/17/22,W,1095
41250,Central-Evanston,2/17/22,W,329
41260,Austin-Lake,2/17/22,W,705
41270,43rd,2/17/22,W,327
41280,Jefferson Park,2/17/22,W,2792
41290,Kimball,2/17/22,W,1934
41300,Loyola,2/17/22,W,2327
41310,Paulina,2/17/22,W,1056
41320,Belmont-North Main,2/17/22,W,4652
41330,Montrose-O'Hare,2/17/22,W,872
41340,LaSalle,2/17/22,W,1252
41350,Oak Park-Lake,2/17/22,W,472
41360,California-Lake,2/17/22,W,516
41380,Bryn Mawr,2/17/22,W,1700
41400,Roosevelt,2/17/22,W,4378
41410,Chicago/Milwaukee,2/17/22,W,1578
41420,Addison-North Main,2/17/22,W,2473
41430,87th,2/17/22,W,1327
41440,Addison-Brown,2/17/22,W,824
41450,Chicago/State,2/17/22,W,5204
41460,Irving Park-Brown,2/17/22,W,1126
41480,Western-Brown,2/17/22,W,1509
41490,Harrison,2/17/22,W,1927
41500,Montrose-Brown,2/17/22,W,935
41510,Morgan-Lake,2/17/22,W,1696
41660,Lake/State,2/17/22,W,6471
41670,Conservatory,2/17/22,W,369
41680,Oakton-Skokie,2/17/22,W,369
41690,Cermak-McCormick Place,2/17/22,W,713
41700,Washington/Wabash,2/17/22,W,4025
40010,Austin-Forest Park,2/18/22,W,518
40020,Harlem-Lake,2/18/22,W,1372
40030,Pulaski-Lake,2/18/22,W,512
40040,Quincy/Wells,2/18/22,W,1795
40050,Davis,2/18/22,W,1432
40060,Belmont-O'Hare,2/18/22,W,2324
40070,Jackson/Dearborn,2/18/22,W,2128
40080,Sheridan,2/18/22,W,1966
40090,Damen-Brown,2/18/22,W,1105
40100,Morse,2/18/22,W,2003
40120,35th/Archer,2/18/22,W,1246
40130,51st,2/18/22,W,426
40140,Dempster-Skokie,2/18/22,W,510
40150,Pulaski-Cermak,2/18/22,W,602
40160,LaSalle/Van Buren,2/18/22,W,857
40170,Ashland-Lake,2/18/22,W,1119
40180,Oak Park-Forest Park,2/18/22,W,418
40190,Sox-35th-Dan Ryan,2/18/22,W,1407
40210,Damen-Cermak,2/18/22,W,930
40220,Western-Forest Park,2/18/22,W,696
40230,Cumberland,2/18/22,W,1248
40240,79th,2/18/22,W,2442
40250,Kedzie-Homan-Forest Park,2/18/22,W,746
40260,State/Lake,2/18/22,W,4436
40270,Main,2/18/22,W,461
40280,Central-Lake,2/18/22,W,882
40290,Ashland/63rd,2/18/22,W,391
40300,Indiana,2/18/22,W,249
40310,Western-Orange,2/18/22,W,1678
40320,Division/Milwaukee,2/18/22,W,2498
40330,Grand/State,2/18/22,W,3993
40340,Berwyn,2/18/22,W,0
40350,UIC-Halsted,2/18/22,W,3358
40360,Southport,2/18/22,W,1229
40370,Washington/Dearborn,2/18/22,W,4615
40380,Clark/Lake,2/18/22,W,5274
40390,Forest Park,2/18/22,W,994
40400,Noyes,2/18/22,W,503
40420,Cicero-Cermak,2/18/22,W,578
40430,Clinton-Forest Park,2/18/22,W,926
40440,California-Cermak,2/18/22,W,750
40450,95th/Dan Ryan,2/18/22,W,3408
40460,Merchandise Mart,2/18/22,W,1786
40470,Racine,2/18/22,W,1093
40480,Cicero-Lake,2/18/22,W,503
40490,Grand/Milwaukee,2/18/22,W,1194
40510,Garfield-South Elevated,2/18/22,W,436
40520,Foster,2/18/22,W,410
40530,Diversey,2/18/22,W,2064
40540,Wilson,2/18/22,W,4062
40550,Irving Park-O'Hare,2/18/22,W,1527
40560,Jackson/State,2/18/22,W,2136
40570,California/Milwaukee,2/18/22,W,2012
40580,54th/Cermak,2/18/22,W,1128
40590,Damen/Milwaukee,2/18/22,W,2390
40600,Kostner,2/18/22,W,181
40610,Ridgeland,2/18/22,W,366
40630,Clark/Division,2/18/22,W,3628
40650,North/Clybourn,2/18/22,W,2315
40660,Armitage,2/18/22,W,2022
40670,Western/Milwaukee,2/18/22,W,2044
40680,Adams/Wabash,2/18/22,W,2439
40690,Dempster,2/18/22,W,342
40700,Laramie,2/18/22,W,463
40710,Chicago/Franklin,2/18/22,W,2536
40720,East 63rd-Cottage Grove,2/18/22,W,360
40730,Washington/Wells,2/18/22,W,2002
40740,Western-Cermak,2/18/22,W,691
40750,Harlem-O'Hare,2/18/22,W,1137
40760,Granville,2/18/22,W,2045
40770,Lawrence,2/18/22,W,0
40780,Central Park,2/18/22,W,517
40790,Monroe/Dearborn,2/18/22,W,1891
40800,Sedgwick,2/18/22,W,1481
40810,Medical Center,2/18/22,W,1219
40820,Rosemont,2/18/22,W,2556
40830,18th,2/18/22,W,938
40840,South Boulevard,2/18/22,W,296
40850,Library,2/18/22,W,1605
40870,Francisco,2/18/22,W,609
40880,Thorndale,2/18/22,W,1266
40890,O'Hare Airport,2/18/22,W,6189
40900,Howard,2/18/22,W,2183
40910,63rd-Dan Ryan,2/18/22,W,1097
40920,Pulaski-Forest Park,2/18/22,W,808
40930,Midway Airport,2/18/22,W,3746
40940,Halsted/63rd,2/18/22,W,168
40960,Pulaski-Orange,2/18/22,W,2240
40970,Cicero-Forest Park,2/18/22,W,526
40980,Harlem-Forest Park,2/18/22,W,388
40990,69th,2/18/22,W,1809
41000,Cermak-Chinatown,2/18/22,W,1862
41010,Rockwell,2/18/22,W,630
41020,Logan Square,2/18/22,W,2773
41030,Polk,2/18/22,W,1612
41040,Kedzie-Cermak,2/18/22,W,518
41050,Linden,2/18/22,W,232
41060,Ashland-Orange,2/18/22,W,800
41070,Kedzie-Lake,2/18/22,W,584
41080,47th-South Elevated,2/18/22,W,393
41090,Monroe/State,2/18/22,W,2264
41120,35-Bronzeville-IIT,2/18/22,W,834
41130,Halsted-Orange,2/18/22,W,1103
41140,King Drive,2/18/22,W,193
41150,Kedzie-Midway,2/18/22,W,1700
41160,Clinton-Lake,2/18/22,W,1391
41170,Garfield-Dan Ryan,2/18/22,W,1283
41180,Kedzie-Brown,2/18/22,W,955
41190,Jarvis,2/18/22,W,700
41200,Argyle,2/18/22,W,1991
41210,Wellington,2/18/22,W,1222
41220,Fullerton,2/18/22,W,5342
41230,47th-Dan Ryan,2/18/22,W,1097
41240,Addison-O'Hare,2/18/22,W,1203
41250,Central-Evanston,2/18/22,W,294
41260,Austin-Lake,2/18/22,W,653
41270,43rd,2/18/22,W,365
41280,Jefferson Park,2/18/22,W,2850
41290,Kimball,2/18/22,W,1952
41300,Loyola,2/18/22,W,2774
41310,Paulina,2/18/22,W,1074
41320,Belmont-North Main,2/18/22,W,5123
41330,Montrose-O'Hare,2/18/22,W,890
41340,LaSalle,2/18/22,W,1426
41350,Oak Park-Lake,2/18/22,W,429
41360,California-Lake,2/18/22,W,466
41380,Bryn Mawr,2/18/22,W,1760
41400,Roosevelt,2/18/22,W,4849
41410,Chicago/Milwaukee,2/18/22,W,1622
41420,Addison-North Main,2/18/22,W,2777
41430,87th,2/18/22,W,1462
41440,Addison-Brown,2/18/22,W,833
41450,Chicago/State,2/18/22,W,5343
41460,Irving Park-Brown,2/18/22,W,1041
41480,Western-Brown,2/18/22,W,1543
41490,Harrison,2/18/22,W,2102
41500,Montrose-Brown,2/18/22,W,987
41510,Morgan-Lake,2/18/22,W,1732
41660,Lake/State,2/18/22,W,6831
41670,Conservatory,2/18/22,W,428
41680,Oakton-Skokie,2/18/22,W,339
41690,Cermak-McCormick Place,2/18/22,W,789
41700,Washington/Wabash,2/18/22,W,4392
40010,Austin-Forest Park,2/19/22,A,277
40020,Harlem-Lake,2/19/22,A,797
40030,Pulaski-Lake,2/19/22,A,418
40040,Quincy/Wells,2/19/22,A,777
40050,Davis,2/19/22,A,1020
40060,Belmont-O'Hare,2/19/22,A,1362
40070,Jackson/Dearborn,2/19/22,A,1069
40080,Sheridan,2/19/22,A,1436
40090,Damen-Brown,2/19/22,A,639
40100,Morse,2/19/22,A,1355
40120,35th/Archer,2/19/22,A,536
40130,51st,2/19/22,A,241
40140,Dempster-Skokie,2/19/22,A,301
40150,Pulaski-Cermak,2/19/22,A,377
40160,LaSalle/Van Buren,2/19/22,A,346
40170,Ashland-Lake,2/19/22,A,609
40180,Oak Park-Forest Park,2/19/22,A,183
40190,Sox-35th-Dan Ryan,2/19/22,A,783
40210,Damen-Cermak,2/19/22,A,509
40220,Western-Forest Park,2/19/22,A,387
40230,Cumberland,2/19/22,A,622
40240,79th,2/19/22,A,1753
40250,Kedzie-Homan-Forest Park,2/19/22,A,432
40260,State/Lake,2/19/22,A,3429
40270,Main,2/19/22,A,307
40280,Central-Lake,2/19/22,A,599
40290,Ashland/63rd,2/19/22,A,264
40300,Indiana,2/19/22,A,134
40310,Western-Orange,2/19/22,A,809
40320,Division/Milwaukee,2/19/22,A,1673
40330,Grand/State,2/19/22,A,4657
40340,Berwyn,2/19/22,A,0
40350,UIC-Halsted,2/19/22,A,1065
40360,Southport,2/19/22,A,1160
40370,Washington/Dearborn,2/19/22,A,2899
40380,Clark/Lake,2/19/22,A,2485
40390,Forest Park,2/19/22,A,503
40400,Noyes,2/19/22,A,360
40420,Cicero-Cermak,2/19/22,A,417
40430,Clinton-Forest Park,2/19/22,A,520
40440,California-Cermak,2/19/22,A,397
40450,95th/Dan Ryan,2/19/22,A,2038
40460,Merchandise Mart,2/19/22,A,1034
40470,Racine,2/19/22,A,475
40480,Cicero-Lake,2/19/22,A,354
40490,Grand/Milwaukee,2/19/22,A,858
40510,Garfield-South Elevated,2/19/22,A,400
40520,Foster,2/19/22,A,391
40530,Diversey,2/19/22,A,1359
40540,Wilson,2/19/22,A,3055
40550,Irving Park-O'Hare,2/19/22,A,855
40560,Jackson/State,2/19/22,A,1376
40570,California/Milwaukee,2/19/22,A,1299
40580,54th/Cermak,2/19/22,A,597
40590,Damen/Milwaukee,2/19/22,A,1865
40600,Kostner,2/19/22,A,99
40610,Ridgeland,2/19/22,A,220
40630,Clark/Division,2/19/22,A,3109
40650,North/Clybourn,2/19/22,A,1885
40660,Armitage,2/19/22,A,1172
40670,Western/Milwaukee,2/19/22,A,1265
40680,Adams/Wabash,2/19/22,A,1423
40690,Dempster,2/19/22,A,294
40700,Laramie,2/19/22,A,251
40710,Chicago/Franklin,2/19/22,A,1466
40720,East 63rd-Cottage Grove,2/19/22,A,33
40730,Washington/Wells,2/19/22,A,474
40740,Western-Cermak,2/19/22,A,406
40750,Harlem-O'Hare,2/19/22,A,520
40760,Granville,2/19/22,A,1701
40770,Lawrence,2/19/22,A,0
40780,Central Park,2/19/22,A,315
40790,Monroe/Dearborn,2/19/22,A,862
40800,Sedgwick,2/19/22,A,1146
40810,Medical Center,2/19/22,A,454
40820,Rosemont,2/19/22,A,1722
40830,18th,2/19/22,A,781
40840,South Boulevard,2/19/22,A,182
40850,Library,2/19/22,A,918
40870,Francisco,2/19/22,A,371
40880,Thorndale,2/19/22,A,837
40890,O'Hare Airport,2/19/22,A,4210
40900,Howard,2/19/22,A,1543
40910,63rd-Dan Ryan,2/19/22,A,784
40920,Pulaski-Forest Park,2/19/22,A,657
40930,Midway Airport,2/19/22,A,1532
40940,Halsted/63rd,2/19/22,A,130
40960,Pulaski-Orange,2/19/22,A,865
40970,Cicero-Forest Park,2/19/22,A,327
40980,Harlem-Forest Park,2/19/22,A,210
40990,69th,2/19/22,A,1180
41000,Cermak-Chinatown,2/19/22,A,2028
41010,Rockwell,2/19/22,A,323
41020,Logan Square,2/19/22,A,1816
41030,Polk,2/19/22,A,458
41040,Kedzie-Cermak,2/19/22,A,366
41050,Linden,2/19/22,A,156
41060,Ashland-Orange,2/19/22,A,439
41070,Kedzie-Lake,2/19/22,A,342
41080,47th-South Elevated,2/19/22,A,224
41090,Monroe/State,2/19/22,A,1663
41120,35-Bronzeville-IIT,2/19/22,A,538
41130,Halsted-Orange,2/19/22,A,487
41140,King Drive,2/19/22,A,23
41150,Kedzie-Midway,2/19/22,A,834
41160,Clinton-Lake,2/19/22,A,753
41170,Garfield-Dan Ryan,2/19/22,A,876
41180,Kedzie-Brown,2/19/22,A,709
41190,Jarvis,2/19/22,A,559
41200,Argyle,2/19/22,A,1707
41210,Wellington,2/19/22,A,674
41220,Fullerton,2/19/22,A,4087
41230,47th-Dan Ryan,2/19/22,A,763
41240,Addison-O'Hare,2/19/22,A,539
41250,Central-Evanston,2/19/22,A,134
41260,Austin-Lake,2/19/22,A,397
41270,43rd,2/19/22,A,206
41280,Jefferson Park,2/19/22,A,1548
41290,Kimball,2/19/22,A,1386
41300,Loyola,2/19/22,A,2408
41310,Paulina,2/19/22,A,699
41320,Belmont-North Main,2/19/22,A,4839
41330,Montrose-O'Hare,2/19/22,A,448
41340,LaSalle,2/19/22,A,670
41350,Oak Park-Lake,2/19/22,A,244
41360,California-Lake,2/19/22,A,235
41380,Bryn Mawr,2/19/22,A,1325
41400,Roosevelt,2/19/22,A,4008
41410,Chicago/Milwaukee,2/19/22,A,900
41420,Addison-North Main,2/19/22,A,2647
41430,87th,2/19/22,A,851
41440,Addison-Brown,2/19/22,A,449
41450,Chicago/State,2/19/22,A,4696
41460,Irving Park-Brown,2/19/22,A,670
41480,Western-Brown,2/19/22,A,1155
41490,Harrison,2/19/22,A,1698
41500,Montrose-Brown,2/19/22,A,618
41510,Morgan-Lake,2/19/22,A,1723
41660,Lake/State,2/19/22,A,5421
41670,Conservatory,2/19/22,A,389
41680,Oakton-Skokie,2/19/22,A,139
41690,Cermak-McCormick Place,2/19/22,A,728
41700,Washington/Wabash,2/19/22,A,2748
40010,Austin-Forest Park,2/20/22,U,258
40020,Harlem-Lake,2/20/22,U,706
40030,Pulaski-Lake,2/20/22,U,365
40040,Quincy/Wells,2/20/22,U,603
40050,Davis,2/20/22,U,741
40060,Belmont-O'Hare,2/20/22,U,1077
40070,Jackson/Dearborn,2/20/22,U,920
40080,Sheridan,2/20/22,U,1176
40090,Damen-Brown,2/20/22,U,443
40100,Morse,2/20/22,U,1106
40120,35th/Archer,2/20/22,U,451
40130,51st,2/20/22,U,218
40140,Dempster-Skokie,2/20/22,U,236
40150,Pulaski-Cermak,2/20/22,U,322
40160,LaSalle/Van Buren,2/20/22,U,281
40170,Ashland-Lake,2/20/22,U,623
40180,Oak Park-Forest Park,2/20/22,U,169
40190,Sox-35th-Dan Ryan,2/20/22,U,641
40210,Damen-Cermak,2/20/22,U,412
40220,Western-Forest Park,2/20/22,U,317
40230,Cumberland,2/20/22,U,527
40240,79th,2/20/22,U,1454
40250,Kedzie-Homan-Forest Park,2/20/22,U,413
40260,State/Lake,2/20/22,U,2909
40270,Main,2/20/22,U,270
40280,Central-Lake,2/20/22,U,470
40290,Ashland/63rd,2/20/22,U,261
40300,Indiana,2/20/22,U,120
40310,Western-Orange,2/20/22,U,672
40320,Division/Milwaukee,2/20/22,U,1164
40330,Grand/State,2/20/22,U,3657
40340,Berwyn,2/20/22,U,0
40350,UIC-Halsted,2/20/22,U,892
40360,Southport,2/20/22,U,886
40370,Washington/Dearborn,2/20/22,U,2511
40380,Clark/Lake,2/20/22,U,2253
40390,Forest Park,2/20/22,U,437
40400,Noyes,2/20/22,U,218
40420,Cicero-Cermak,2/20/22,U,354
40430,Clinton-Forest Park,2/20/22,U,468
40440,California-Cermak,2/20/22,U,320
40450,95th/Dan Ryan,2/20/22,U,1741
40460,Merchandise Mart,2/20/22,U,745
40470,Racine,2/20/22,U,341
40480,Cicero-Lake,2/20/22,U,301
40490,Grand/Milwaukee,2/20/22,U,667
40510,Garfield-South Elevated,2/20/22,U,331
40520,Foster,2/20/22,U,251
40530,Diversey,2/20/22,U,1004
40540,Wilson,2/20/22,U,2550
40550,Irving Park-O'Hare,2/20/22,U,722
40560,Jackson/State,2/20/22,U,1160
40570,California/Milwaukee,2/20/22,U,1061
40580,54th/Cermak,2/20/22,U,487
40590,Damen/Milwaukee,2/20/22,U,1543
40600,Kostner,2/20/22,U,123
40610,Ridgeland,2/20/22,U,171
40630,Clark/Division,2/20/22,U,2344
40650,North/Clybourn,2/20/22,U,1465
40660,Armitage,2/20/22,U,924
40670,Western/Milwaukee,2/20/22,U,941
40680,Adams/Wabash,2/20/22,U,1145
40690,Dempster,2/20/22,U,238
40700,Laramie,2/20/22,U,243
40710,Chicago/Franklin,2/20/22,U,1224
40720,East 63rd-Cottage Grove,2/20/22,U,64
40730,Washington/Wells,2/20/22,U,429
40740,Western-Cermak,2/20/22,U,282
40750,Harlem-O'Hare,2/20/22,U,438
40760,Granville,2/20/22,U,1182
40770,Lawrence,2/20/22,U,0
40780,Central Park,2/20/22,U,283
40790,Monroe/Dearborn,2/20/22,U,648
40800,Sedgwick,2/20/22,U,937
40810,Medical Center,2/20/22,U,480
40820,Rosemont,2/20/22,U,1476
40830,18th,2/20/22,U,561
40840,South Boulevard,2/20/22,U,162
40850,Library,2/20/22,U,701
40870,Francisco,2/20/22,U,302
40880,Thorndale,2/20/22,U,653
40890,O'Hare Airport,2/20/22,U,4693
40900,Howard,2/20/22,U,1328
40910,63rd-Dan Ryan,2/20/22,U,727
40920,Pulaski-Forest Park,2/20/22,U,610
40930,Midway Airport,2/20/22,U,1324
40940,Halsted/63rd,2/20/22,U,100
40960,Pulaski-Orange,2/20/22,U,763
40970,Cicero-Forest Park,2/20/22,U,283
40980,Harlem-Forest Park,2/20/22,U,140
40990,69th,2/20/22,U,1000
41000,Cermak-Chinatown,2/20/22,U,1984
41010,Rockwell,2/20/22,U,297
41020,Logan Square,2/20/22,U,1344
41030,Polk,2/20/22,U,356
41040,Kedzie-Cermak,2/20/22,U,266
41050,Linden,2/20/22,U,148
41060,Ashland-Orange,2/20/22,U,335
41070,Kedzie-Lake,2/20/22,U,260
41080,47th-South Elevated,2/20/22,U,192
41090,Monroe/State,2/20/22,U,1243
41120,35-Bronzeville-IIT,2/20/22,U,407
41130,Halsted-Orange,2/20/22,U,364
41140,King Drive,2/20/22,U,13
41150,Kedzie-Midway,2/20/22,U,646
41160,Clinton-Lake,2/20/22,U,594
41170,Garfield-Dan Ryan,2/20/22,U,727
41180,Kedzie-Brown,2/20/22,U,515
41190,Jarvis,2/20/22,U,411
41200,Argyle,2/20/22,U,1439
41210,Wellington,2/20/22,U,524
41220,Fullerton,2/20/22,U,3271
41230,47th-Dan Ryan,2/20/22,U,626
41240,Addison-O'Hare,2/20/22,U,413
41250,Central-Evanston,2/20/22,U,134
41260,Austin-Lake,2/20/22,U,356
41270,43rd,2/20/22,U,180
41280,Jefferson Park,2/20/22,U,1374
41290,Kimball,2/20/22,U,1015
41300,Loyola,2/20/22,U,1625
41310,Paulina,2/20/22,U,511
41320,Belmont-North Main,2/20/22,U,3712
41330,Montrose-O'Hare,2/20/22,U,364
41340,LaSalle,2/20/22,U,519
41350,Oak Park-Lake,2/20/22,U,222
41360,California-Lake,2/20/22,U,178
41380,Bryn Mawr,2/20/22,U,1079
41400,Roosevelt,2/20/22,U,3096
41410,Chicago/Milwaukee,2/20/22,U,644
41420,Addison-North Main,2/20/22,U,1993
